99;29/10/2002;45;38;30;43;21;12;0,00;0;&nbsp;&nbsp;0,00;0;0,00;0;0,00;SIM;321.151,42;17;07;27;32;08;01;0;0,00;23;2.887,18;1133;58,39;0,00
100;01/11/2002;09;22;11;26;47;33;0,00;0;&nbsp;&nbsp;0,00;0;0,00;0;0,00;SIM;555.696,93;04;39;33;26;12;02;0;0,00;25;3.127,28;1292;60,29;0,00
101;05/11/2002;03;19;39;25;37;49;0,00;0;&nbsp;&nbsp;0,00;0;0,00;0;0,00;SIM;655.372,48;07;22;42;32;08;09;1;99.675,57;5;13.290,08;838;79,00;0,00
102;08/11/2002;30;35;40;05;26;19;0,00;0;&nbsp;&nbsp;0,00;0;0,00;0;0,00;SIM;903.557,54;25;35;32;27;13;38;0;0,00;30;2.757,61;1636;50,38;0,00
103;12/11/2002;07;45;37;33;15;41;0,00;0;&nbsp;&nbsp;0,00;0;0,00;0;0,00;SIM;1.145.085,43;06;45;17;43;14;48;0;0,00;23;3.500,40;1208;66,39;0,00
104;15/11/2002;29;38;28;24;30;08;0,00;0;&nbsp;&nbsp;0,00;0;0,00;0;0,00;SIM;1.330.036,41;19;08;16;49;13;36;0;0,00;17;3.626,49;1158;53,04;0,00
105;19/11/2002;02;50;43;23;06;27;0,00;0;&nbsp;&nbsp;0,00;0;0,00;0;0,00;SIM;1.617.972,22;42;01;36;02;16;29;0;0,00;16;5.998,66;1013;94,39;0,00
106;22/11/2002;06;49;11;31;01;46;0,00;0;&nbsp;&nbsp;0,00;0;0,00;0;0,00;SIM;1.934.807,06;47;40;37;49;31;21;0;0,00;11;9.601,06;798;131,85;0,00
107;26/11/2002;36;19;33;17;40;31;0,00;0;&nbsp;&nbsp;0,00;0;0,00;0;0,00;SIM;2.235.631,07;41;15;07;33;31;10;0;0,00;18;5.570,81;1475;67,73;0,00
108;29/11/2002;16;14;18;10;34;06;0,00;0;&nbsp;&nbsp;0,00;0;0,00;0;0,00;SIM;2.541.641,53;27;42;26;15;41;37;0;0,00;25;4.080,14;1123;90,49;0,00
109;03/12/2002;45;41;32;46;26;44;0,00;0;&nbsp;&nbsp;0,00;0;0,00;0;0,00;SIM;2.898.668,82;43;44;33;46;49;28;0;0,00;50;2.380,18;1643;72,16;0,00
110;06/12/2002;38;14;27;20;34;43;0,00;0;&nbsp;&nbsp;0,00;0;0,00;0;0,00;SIM;3.274.352,56;21;37;36;19;39;01;0;0,00;29;4.318,21;1318;94,66;0,00
111;10/12/2002;07;49;06;48;47;16;0,00;0;&nbsp;&nbsp;0,00;0;0,00;0;0,00;SIM;3.631.533,11;13;22;18;12;40;39;0;0,00;22;5.411,83;1401;84,66;0,00
112;13/12/2002;16;45;46;47;37;14;0,00;0;&nbsp;&nbsp;0,00;0;0,00;0;0,00;SIM;4.018.503,42;12;06;32;27;23;10;0;0,00;33;3.908,79;2042;62,93;0,00
113;17/12/2002;21;50;42;30;45;31;0,00;0;&nbsp;&nbsp;0,00;0;0,00;0;0,00;SIM;4.394.888,41;16;46;07;14;13;21;0;0,00;40;3.136,54;2145;58,27;0,00
114;20/12/2002;29;14;33;28;30;39;0,00;0;&nbsp;&nbsp;0,00;0;0,00;0;0,00;SIM;4.800.865,16;02;41;22;40;44;12;0;0,00;35;3.866,45;1763;76,47;0,00
115;27/12/2002;03;08;44;38;23;26;0,00;0;&nbsp;&nbsp;0,00;0;0,00;0;0,00;SIM;5.383.732,54;23;35;19;09;22;33;0;0,00;42;4.625,93;2815;68,76;0,00
116;03/01/2003;47;05;34;10;38;08;0,00;0;&nbsp;&nbsp;0,00;0;0,00;0;0,00;SIM;6.018.394,86;41;32;44;12;05;47;0;0,00;36;5.876,50;3087;68,27;0,00
117;07/01/2003;46;26;28;44;14;13;0,00;0;&nbsp;&nbsp;0,00;0;0,00;0;0,00;SIM;6.556.954,52;24;23;32;07;11;15;0;0,00;41;4.378,53;3266;54,77;0,00
118;10/01/2003;49;05;18;16;33;03;0,00;0;&nbsp;&nbsp;0,00;0;0,00;0;0,00;SIM;7.150.767,72;46;15;11;38;26;45;0;0,00;43;4.603,20;2718;72,56;0,00
119;14/01/2003;38;20;45;27;36;11;0,00;0;&nbsp;&nbsp;0,00;0;0,00;0;0,00;SIM;7.742.424,29;40;35;09;33;38;44;0;0,00;48;4.108,72;2158;91,05;0,00
120;17/01/2003;36;34;40;50;38;29;0,00;0;&nbsp;&nbsp;0,00;0;0,00;0;0,00;SIM;8.333.166,63;25;40;36;44;03;49;0;0,00;58;3.395,07;2414;81,27;0,00
121;21/01/2003;09;31;39;12;07;15;0,00;0;&nbsp;&nbsp;0,00;0;0,00;0;0,00;SIM;8.949.150,88;25;46;50;29;49;20;0;0,00;33;6.222,07;2269;90,15;0,00
122;24/01/2003;18;22;09;38;03;17;0,00;0;&nbsp;&nbsp;0,00;0;0,00;0;0,00;SIM;9.721.432,07;21;28;08;23;19;35;0;0,00;77;3.343,21;4556;56,29;0,00
123;28/01/2003;49;12;38;32;39;35;0,00;0;&nbsp;&nbsp;0,00;0;0,00;0;0,00;SIM;10.531.108,64;19;43;48;45;28;31;0;0,00;72;3.748,50;4061;66,21;0,00
124;31/01/2003;28;37;36;47;46;11;0,00;0;&nbsp;&nbsp;0,00;0;0,00;0;0,00;SIM;10.996.596,38;22;48;06;38;09;30;1;465.487,75;73;4.251,03;3570;86,59;0,00
125;04/02/2003;46;41;15;08;07;11;0,00;1;;RJ;11.443.167,80;0;0,00;0;0,00;NAO;0,00;39;31;35;43;49;24;0;0,00;68;4.378,15;3861;76,82;0,00
126;07/02/2003;43;25;47;42;01;04;0,00;0;&nbsp;&nbsp;0,00;0;0,00;0;0,00;SIM;756.324,61;39;26;36;09;20;24;0;0,00;19;5.434,27;1119;91,92;0,00
127;11/02/2003;44;17;01;16;42;31;0,00;0;&nbsp;&nbsp;0,00;0;0,00;0;0,00;SIM;1.052.383,70;09;49;31;38;30;14;0;0,00;15;6.579,09;978;100,53;0,00
128;14/02/2003;21;28;04;12;22;42;0,00;0;&nbsp;&nbsp;0,00;0;0,00;0;0,00;SIM;1.378.724,54;49;04;44;27;03;35;0;0,00;36;3.021,67;1717;63,11;0,00
129;18/02/2003;49;14;33;03;11;27;0,00;0;&nbsp;&nbsp;0,00;0;0,00;0;0,00;SIM;1.692.403,84;44;34;06;11;37;31;0;0,00;7;14.937,11;1029;101,24;0,00
130;21/02/2003;39;16;01;18;04;45;0,00;0;&nbsp;&nbsp;0,00;0;0,00;0;0,00;SIM;1.857.076,68;50;10;02;45;05;13;1;164.672,85;84;1.306,93;2851;38,36;0,00
131;25/02/2003;04;30;47;29;23;40;0,00;0;&nbsp;&nbsp;0,00;0;0,00;0;0,00;SIM;2.170.649,12;05;43;32;31;06;26;0;0,00;12;8.710,35;1131;92,07;0,00
132;28/02/2003;46;04;07;37;19;44;0,00;1;;PR;2.345.136,62;0;0,00;0;0,00;NAO;0,00;09;47;16;12;21;23;1;174.487,51;40;2.908,13;1841;62,95;0,00
